GKA,-6.081689834590000,145.391998291
MAG,-5.20707988739,145.789001465
HGU,-5.826789855957030,144.29600524902300
LAE,-6.569803,146.725977
POM,-9.443380355834960,147.22000122070300
WWK,-3.58383011818,143.669006348
UAK,61.1604995728,-45.4259986877
GOH,64.19090271,-51.6781005859
SFJ,67.0122218992,-50.7116031647
THU,76.5311965942,-68.7032012939
AEY,65.66000366210940,-18.07270050048830
EGS,65.2833023071289,-14.401399612426800
HFN,64.295601,-15.2272
HZK,65.952301,-17.426001
IFJ,66.05809783935550,-23.135299682617200
KEF,63.985000610352,-22.605600357056
PFJ,65.555801,-23.965
RKV,64.1299972534,-21.9405994415
SIJ,66.133301,-18.9167
VEY,63.42430114746090,-20.278900146484400
YAM,46.48500061035160,-84.5093994140625
\N,50.0564002991,-97.03250122070000
\N,44.639702,-63.499401
YAY,51.3918991089,-56.083099365200000
YAZ,49.079833,-125.775583
YBB,68.534401,-89.808098
YBC,49.13249969482420,-68.20439910888670
YBG,48.33060073852540,-70.99639892578130
YBK,64.29889678960000,-96.077796936
YBL,49.950801849365200,-125.27100372314500
YBR,49.91,-99.951897
YCB,69.1081008911,-105.138000488
YCD,49.054970224900000,-123.869862556
YCG,49.2963981628,-117.632003784
YCH,47.007801,-65.449203
YCL,47.990799,-66.330299
YCO,67.816704,-115.143997
YCT,52.0750007629,-111.444999695
YCW,49.1528015137,-121.939002991
YCY,70.4860992432,-68.5167007446
YZS,64.1932983398,-83.3593978882
YDA,64.04309844970700,-139.1280059814450
YDB,61.37110137939450,-139.04100036621100
\N,49.4681015015,-120.511001587
YDF,49.21080017089840,-57.39139938354490
YDL,58.4221992493,-130.031997681
YDN,51.100799560546900,-100.052001953125
YDQ,55.7422981262207,-120.18299865722700
YEG,53.309700012200000,-113.580001831
YEK,61.0942001343,-94.07080078120000
YEN,49.2103004456,-102.966003418
YET,53.578899383500000,-116.464996338
YEU,79.9946975708,-85.814201355
YEV,68.30419921880000,-133.483001709
YFB,63.756402,-68.555801
YFC,45.868900299072300,-66.53720092773440
YFE,48.74610137939450,-69.09719848632810
YFO,54.6781005859375,-101.68199920654300
YFR,61.1808013916,-113.690002441
YFS,61.76020050048830,-121.23699951171900
YGK,44.22529983520510,-76.5969009399414
YGL,53.625301361084000,-77.7042007446289
YGP,48.7752990723,-64.4785995483
YGQ,49.77830123901370,-86.93939971923830
YGR,47.42470169067380,-61.778099060058600
YHB,52.8166999817,-102.310997009
YHD,49.831699,-92.744202
YHI,70.76280212402340,-117.80599975585900
YHK,68.635597229,-95.84970092770000
YHM,43.173599243200000,-79.93499755860000
YHU,45.5175018311,-73.4169006348
YHY,60.8396987915,-115.782997131
YHZ,44.8807983398,-63.5085983276
YIB,48.7738990784,-91.6386032104
YIO,72.6832962036,-77.9666976929
YJN,45.29439926147460,-73.28109741210940
YJT,48.5442008972168,-58.54999923706060
YKA,50.7022018433,-120.444000244
YKF,43.460800170900000,-80.3786010742
YKL,54.805301666259800,-66.8052978515625
YKY,51.5175018311,-109.180999756
YKZ,43.86220169067380,-79.37000274658200
YLD,47.81999969482420,-83.3467025756836
YLJ,54.125301361084000,-108.52300262451200
YLL,53.309200286865200,-110.072998046875
YLT,82.51779937740000,-62.2806015015
YLW,49.9561004639,-119.377998352
YMA,63.61640167236330,-135.8679962158200
YMJ,50.330299377441400,-105.55899810791000
YMM,56.653301239,-111.222000122
YMO,51.291099548339800,-80.60780334472660
YMW,46.2728004456,-75.9906005859
YMX,45.679501,-74.038696
YNA,50.189998626709000,-61.78919982910160
YND,45.521701812700000,-75.5635986328
YNM,49.76169967651370,-77.80280303955080
YOC,67.57060241699220,-139.83900451660200
YOD,54.404998779296900,-110.27899932861300
YOJ,58.62139892578130,-117.16500091552700
YOW,45.3224983215332,-75.66919708251950
YPA,53.214199066200000,-105.672996521
YPE,56.226898,-117.446999
YPG,49.903099,-98.273817
\N,49.21609878540040,-122.70999908447300
YPL,51.4463996887207,-90.21420288085940
YPN,49.83639907836910,-64.2885971069336
YPQ,44.22999954223630,-78.36329650878910
YPR,54.286098480200000,-130.445007324
YPY,58.7672004699707,-111.11699676513700
YQA,44.974700927734400,-79.30329895019530
YQB,46.7911,-71.393303
YQF,52.18220138549810,-113.89399719238300
YQG,42.27560043334960,-82.95559692382810
YQH,60.11640167236330,-128.82200622558600
YQK,49.788299560546900,-94.36309814453130
YQL,49.6302986145,-112.800003052
YQM,46.11220169067380,-64.67859649658200
YQQ,49.71080017089840,-124.88700103759800
YQR,50.43190002441410,-104.66600036621100
YQT,48.37189865112310,-89.32389831542970
YQU,55.1796989441,-118.885002136
YQV,51.26470184326170,-102.46199798584000
YQW,52.76919937133790,-108.24400329589800
YQX,48.9369010925293,-54.56809997558590
YQY,46.1614,-60.047798
YQZ,53.026100158691400,-122.51000213623000
YRB,74.7169036865,-94.9693984985
YRI,47.764400482177700,-69.58470153808590
YRJ,48.52000045776370,-72.2656021118164
YRM,52.4296989441,-114.903999329
YRT,62.8114013672,-92.1157989502
YSB,46.625,-80.79889678955080
YSC,45.4385986328125,-71.69139862060550
YSJ,45.31610107421880,-65.89029693603520
YSM,60.020301818847700,-111.96199798584000
YSR,72.982201,-84.613602
YSU,46.44060134887700,-63.83359909057620
YSY,71.9938964844,-125.242996216
YTE,64.2300033569,-76.5267028809
YTH,55.80110168457030,-97.86419677734380
YTR,44.118900299072300,-77.5280990600586
YTS,48.569698333700000,-81.376701355
YTZ,43.627499,-79.396202
YUB,69.43329620361330,-133.0260009765630
YUL,45.4706001282,-73.7407989502
YUT,66.5214004517,-86.22470092770000
YUX,68.77610015870000,-81.2425
YUY,48.20610046386720,-78.83560180664060
YVC,55.151401519800000,-105.262001038
YVG,53.355800628700000,-110.823997498
YVM,67.5457992554,-64.03140258790000
YVO,48.0532989502,-77.7827987671
YVP,58.096099853515600,-68.4269027709961
YVQ,65.28160095214840,-126.7979965209960
YVR,49.193901062,-123.183998108
YVT,55.8418998718,-108.417999268
YVV,44.7458,-81.107201
YWA,45.95220184326170,-77.31919860839840
YWG,49.909999847400000,-97.2398986816
YWK,52.92190170288090,-66.8644027709961
YWL,52.1831016541,-122.054000854
YWY,63.20940017700200,-123.43699645996100
YXC,49.610801696777,-115.78199768066
YXD,53.5724983215,-113.521003723
YXE,52.170799255371100,-106.69999694824200
YXH,50.01890182495120,-110.72100067138700
YXJ,56.23809814453130,-120.73999786377000
YXL,50.11389923095700,-91.9052963256836
YXP,66.1449966431,-65.71360015870000
YXR,47.697400654600000,-79.8473453522
YXS,53.8894004822,-122.679000854
YXT,54.468498,-128.576009
YXU,43.035599,-81.1539
YXX,49.025299072265600,-122.36100006103500
YXY,60.7095985413,-135.067001343
YYB,46.363602,-79.422798
YYC,51.113899231,-114.019996643
YYD,54.82469940185550,-127.18299865722700
YYE,58.8363990784,-122.597000122
YYF,49.46310043334960,-119.60199737548800
YYG,46.290000915527300,-63.12110137939450
YYH,69.5466995239,-93.5766983032
YYJ,48.646900177,-123.426002502
YYL,56.86389923095700,-101.07599639892600
YYN,50.291900634800000,-107.691001892
YYQ,58.739200592041000,-94.06500244140630
YYR,53.3191986084,-60.4258003235
